length,event,tolerance_points,shift_min_persistence,tp,fp,fn,tn,start_precision,start_recall,start_f1,start_specificity,start_balanced_accuracy,mean_abs_start_error,dataset,setting,point_anomaly_threshold,collective_anomaly_threshold
400,point_anomaly,20,,5,70,47,218,0.06666666665777779,0.09615384613535503,0.07874015263190558,0.7569444444181617,0.42654914527675836,0.4,ood_params,default_0.5,0.5,0.5
400,collective_anomaly,20,,115,25,13,206,0.8214285713698979,0.8984374999298095,0.8582089501698597,0.8917748917362868,0.8951061958330482,3.0434782608695654,ood_params,default_0.5,0.5,0.5
800,mean_shift,40,80.0,40,31,81,207,0.5633802816107916,0.3305785123693737,0.4166666619623482,0.8697478991231198,0.6001632057462467,12.875,ood_params,default_0.5,0.5,0.5
800,variance_shift,40,80.0,26,27,106,212,0.49056603764328943,0.196969696954775,0.2810810769624544,0.8870292886658147,0.5419994928102948,14.307692307692308,ood_params,default_0.5,0.5,0.5
800,trend_shift,40,80.0,8,58,115,200,0.12121212119375575,0.0650406504012162,0.08465608010190111,0.7751937984195661,0.4201172244103912,18.25,ood_params,default_0.5,0.5,0.5
800,point_anomaly,40,,7,102,50,203,0.06422018348034678,0.12280701752231456,0.08433734487806674,0.6655737704699811,0.39419039399614786,1.4285714285714286,ood_params,default_0.5,0.5,0.5
800,collective_anomaly,40,,118,134,0,158,0.46825396823538673,0.9999999999152543,0.6378378334591673,0.5410958903924282,0.7705479451538413,2.3983050847457625,ood_params,default_0.5,0.5,0.5
1200,mean_shift,60,120.0,45,53,70,197,0.4591836734225323,0.3913043477920605,0.4225352062597809,0.78799999996848,0.5896521738802702,17.155555555555555,ood_params,default_0.5,0.5,0.5
1200,variance_shift,60,120.0,35,26,87,212,0.5737704917092179,0.2868852458781242,0.3825136567159366,0.8907563024835816,0.5888207741808529,21.857142857142858,ood_params,default_0.5,0.5,0.5
1200,trend_shift,60,120.0,13,59,107,202,0.18055555553047842,0.10833333332430556,0.13541666196506094,0.7739463601236035,0.44113984672395457,28.076923076923077,ood_params,default_0.5,0.5,0.5
1200,point_anomaly,60,,8,103,35,206,0.0720720720655791,0.18604651158464033,0.10389609985748034,0.6666666666450917,0.426356589114866,12.125,ood_params,default_0.5,0.5,0.5
1200,collective_anomaly,60,,124,188,0,151,0.3974358974231591,0.9999999999193548,0.5688073353530848,0.44542772860042984,0.7227138642598924,2.7661290322580645,ood_params,default_0.5,0.5,0.5
400,mean_shift,20,40.0,16,22,110,209,0.42105263146814403,0.12698412697404887,0.19512194763533613,0.9047619047227375,0.5158730158483932,7.375,ood_background,default_0.5,0.5,0.5
400,variance_shift,20,40.0,16,36,111,203,0.3076923076331361,0.12598425195858393,0.1787709455784777,0.8493723849016999,0.48767831843014187,6.4375,ood_background,default_0.5,0.5,0.5
400,trend_shift,20,40.0,4,53,121,193,0.07017543858417975,0.03199999999744,0.04395603964919738,0.7845528454965629,0.40827642274700143,4.5,ood_background,default_0.5,0.5,0.5
400,point_anomaly,20,,48,87,8,207,0.3555555555292181,0.8571428569897959,0.5026177968498671,0.7040816326291128,0.7806122448094543,0.0,ood_background,default_0.5,0.5,0.5
400,collective_anomaly,20,,78,24,22,205,0.7647058822779701,0.7799999999220001,0.7722772226467994,0.8951965065111268,0.8375982532165634,2.1794871794871793,ood_background,default_0.5,0.5,0.5
800,mean_shift,40,80.0,27,66,92,181,0.29032258061394384,0.22689075628345456,0.25471697618325034,0.7327935222375387,0.4798421392604966,12.88888888888889,ood_background,default_0.5,0.5,0.5
800,variance_shift,40,80.0,25,40,91,201,0.3846153845562131,0.21551724136073128,0.2762430892890938,0.8340248962309533,0.5247710687958423,16.4,ood_background,default_0.5,0.5,0.5
800,trend_shift,40,80.0,14,84,115,174,0.1428571428425656,0.10852713177453277,0.12334801270352637,0.6744186046250226,0.39147286819977767,18.642857142857142,ood_background,default_0.5,0.5,0.5
800,point_anomaly,40,,37,181,4,189,0.1697247706344163,0.9024390241701368,0.28571428302738483,0.5108108107970051,0.7066249174835709,0.0,ood_background,default_0.5,0.5,0.5
800,collective_anomaly,40,,86,166,14,158,0.3412698412562988,0.859999999914,0.48863635954093504,0.48765432097260325,0.6738271604433016,3.7790697674418605,ood_background,default_0.5,0.5,0.5
1200,mean_shift,60,120.0,28,115,96,152,0.1958041957905032,0.22580645159469304,0.2097378227249647,0.569288389491787,0.39754742054324,15.178571428571429,ood_background,default_0.5,0.5,0.5
1200,variance_shift,60,120.0,29,55,97,195,0.3452380951969955,0.2301587301404636,0.2761904713641724,0.7799999999688,0.5050793650546318,26.93103448275862,ood_background,default_0.5,0.5,0.5
1200,trend_shift,60,120.0,11,96,118,173,0.10280373830814919,0.08527131782284718,0.09322033401860125,0.6431226765560177,0.36419699718943244,30.545454545454547,ood_background,default_0.5,0.5,0.5
1200,point_anomaly,60,,42,181,9,201,0.1883408071664421,0.8235294116032296,0.30656934001358627,0.5261780104574298,0.6748537110303297,0.0,ood_background,default_0.5,0.5,0.5
1200,collective_anomaly,60,,92,381,8,117,0.19450317124324518,0.9199999999080001,0.3211169255543069,0.23493975903142691,0.5774698794697135,5.586956521739131,ood_background,default_0.5,0.5,0.5
