scenario,events,split_mode,base_distribution,background,base_info,background_info,event_infos,scenario_group,dataset,length
variance_shift,variance_shift,train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([-0.73292286, -0.87074612, -0.41019007]), 'ma_order': 2, 'ma_coefs': array([0.14278696, 0.66782261])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 24, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(0.825623816133784)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(264), np.int64(288)], 'shift_magnitudes': [2.731364739022464, 2.3449809425531165], 'wrapper_event_label': 'variance_shift'}]",single_event,train,400
mean_shift+variance_shift,"mean_shift,variance_shift",train,white_noise,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.005930014649786161), 'intercept': -0.4156068614836367, 'seasonal_period': 12, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(1.2661910369565244)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(180)], 'shift_magnitudes': [np.float64(1.8474730158719428)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(324)], 'shift_magnitudes': [2.355983059824342], 'wrapper_event_label': 'variance_shift'}]",shift_shift,train,400
trend_shift,trend_shift,train,arma,single_seasonality+linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.42461648,  0.37709169, -0.50059381]), 'ma_order': 3, 'ma_coefs': array([0.26142021, 0.87726666, 0.33839277])}","{'background': 'single_seasonality+linear', 'slope': np.float64(0.007688928581365142), 'intercept': -0.40681958758722836, 'seasonal_period': 52, 'components': ['single_seasonality', 'linear'], 'seasonal_amplitude': np.float64(1.9763811126167008)}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [179], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(0.007688928581365142), 'intercept': -0.40681958758722836}}]",single_event,train,400
collective_anomaly,collective_anomaly,train,ma,linear,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([0.0496786])}","{'background': 'linear', 'slope': np.float64(-0.005737827182370833), 'intercept': 0.484621217788354, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['rectangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([161]), 'ends': array([190]), 'lengths': [29], 'magnitudes': [np.float64(-1.5805983492129316)], 'magnitude_strengths': [1.2690496717838686], 'wrapper_event_label': 'collective_anomaly'}]",single_event,train,400
variance_shift+point_anomaly,"variance_shift,point_anomaly",train,ma,quadratic_trend,"{'type': 'base_series', 'subtype': 'MA', 'ma_order': 1, 'ma_coefs': array([-0.51178458])}","{'background': 'quadratic_trend', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': ['quadratic_trend'], 'quadratic_strength': np.float64(1.1476362388493597), 'quadratic_sign': np.int64(1), 'quadratic_location': 'center'}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 1, 'location': None, 'shift_indices': [np.int64(300)], 'shift_magnitudes': [2.1572761528989592], 'wrapper_event_label': 'variance_shift'}, {'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 7, 'anomaly_indices': array([ 18,  23,  30,  78, 136, 244, 370], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
point_anomaly+collective_anomaly,"point_anomaly,collective_anomaly",train,ar,single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 2, 'ar_coefs': array([ 0.2716795 , -0.71634012])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.6887073010299287)}","[{'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([91]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['gaussian'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([214]), 'ends': array([257]), 'lengths': [43], 'magnitudes': [np.float64(-5.719509384925533)], 'magnitude_strengths': [2.4261229109940947], 'wrapper_event_label': 'collective_anomaly'}]",anomaly_anomaly,train,400
trend_shift+collective_anomaly,"trend_shift,collective_anomaly",train,white_noise,linear,"{'type': 'base_series', 'subtype': 'white_noise'}","{'background': 'linear', 'slope': np.float64(-0.01377245185688175), 'intercept': 0.07256854482841057, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [216], 'shift_types': ['direction_and_magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.01377245185688175), 'intercept': 0.07256854482841057}}, {'type': 'anomaly', 'subtype': 'collective', 'anomaly_shapes': ['triangular'], 'num_anomalies': 1, 'location': 'middle', 'starts': array([236]), 'ends': array([281]), 'lengths': [45], 'magnitudes': [np.float64(-2.303447154310387)], 'magnitude_strengths': [2.339288224246151], 'wrapper_event_label': 'collective_anomaly'}]",shift_anomaly,train,400
mean_shift,mean_shift,train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([ 0.63673954, -0.30537898]), 'ma_order': 5, 'ma_coefs': array([ 0.4340952 , -0.44240258,  0.15018109,  0.53919685,  0.11912369])}","{'background': 'linear', 'slope': np.float64(0.008482245804811116), 'intercept': -0.3824194554113205, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(72), np.int64(189)], 'shift_magnitudes': [np.float64(3.431443612051642), np.float64(4.274643092600323)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
mean_shift,mean_shift,train,arma,single_seasonality,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 1, 'ar_coefs': array([-0.8084523]), 'ma_order': 3, 'ma_coefs': array([ 0.73605283,  0.5321538 , -0.25690539])}","{'background': 'single_seasonality', 'slope': None, 'intercept': None, 'seasonal_period': 30, 'components': ['single_seasonality'], 'seasonal_amplitude': np.float64(1.0769329501504037)}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(210), np.int64(300)], 'shift_magnitudes': [np.float64(3.395574437423511), np.float64(3.991714062967281)], 'wrapper_event_label': 'mean_shift'}]",single_event,train,400
variance_shift,variance_shift,train,ar,linear+single_seasonality,"{'type': 'base_series', 'subtype': 'AR', 'ar_order': 1, 'ar_coefs': array([-0.88484241])}","{'background': 'linear+single_seasonality', 'slope': np.float64(-0.013261049945811561), 'intercept': -0.03685002720100916, 'seasonal_period': 30, 'components': ['linear', 'single_seasonality'], 'seasonal_amplitude': np.float64(2.4549227338330404)}","[{'type': 'structural_break', 'subtype': 'variance_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(60), np.int64(210)], 'shift_magnitudes': [1.92561754272316, 2.709107811795067], 'wrapper_event_label': 'variance_shift'}]",single_event,train,400
trend_shift+point_anomaly,"trend_shift,point_anomaly",train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([-0.25378973, -0.66400109]), 'ma_order': 2, 'ma_coefs': array([-0.00651561,  0.82132923])}","{'background': 'linear', 'slope': np.float64(-0.004706306865834607), 'intercept': 0.04601359155018814, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [237], 'shift_types': ['magnitude_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.004706306865834607), 'intercept': 0.04601359155018814}}, {'type': 'anomaly', 'subtype': 'single_point', 'num_anomalies': 1, 'anomaly_indices': array([127]), 'location': None, 'point_anomaly_variant': 'single_point', 'wrapper_event_label': 'point_anomaly'}]",shift_anomaly,train,400
mean_shift+trend_shift,"mean_shift,trend_shift",train,arma,linear,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 3, 'ar_coefs': array([ 0.84212224, -0.41188569,  0.50249788]), 'ma_order': 3, 'ma_coefs': array([ 0.02968031, -0.45200667,  0.02866231])}","{'background': 'linear', 'slope': np.float64(-0.006377237146098409), 'intercept': -0.3686997005198902, 'seasonal_period': None, 'components': ['linear']}","[{'type': 'structural_break', 'subtype': 'mean_shift', 'num_breaks': 2, 'location': None, 'shift_indices': [np.int64(196), np.int64(346)], 'shift_magnitudes': [np.float64(3.5773513440730436), np.float64(2.5392280355688137)], 'wrapper_event_label': 'mean_shift'}, {'type': 'structural_break', 'subtype': 'trend_shift', 'num_breaks': 1, 'location': 'middle', 'shift_indices': [236], 'shift_types': ['direction_change'], 'wrapper_event_label': 'trend_shift', 'linear_info_used': {'slope': np.float64(-0.006377237146098409), 'intercept': -0.3686997005198902}}]",shift_shift,train,400
point_anomaly,point_anomaly,train,arma,none,"{'type': 'base_series', 'subtype': 'ARMA', 'ar_order': 2, 'ar_coefs': array([0.63606798, 0.34172371]), 'ma_order': 2, 'ma_coefs': array([-0.06497499,  0.61971117])}","{'background': 'none', 'slope': None, 'intercept': None, 'seasonal_period': None, 'components': []}","[{'type': 'anomaly', 'subtype': 'multiple_point', 'num_anomalies': 6, 'anomaly_indices': array([ 38, 106, 181, 185, 234, 369], dtype=int32), 'point_anomaly_variant': 'multiple_point', 'wrapper_event_label': 'point_anomaly'}]",single_event,train,400
